year,km_driven,owner,mileage,selling_price
2011,82500,2,16.52,290000
2014,110000,1,25.8,530000
2019,20000,1,24,960000
2009,110000,3,17,290000
2008,100000,1,14.8,160000
2017,52000,1,21.63,400000
2017,90000,1,24.3,700000
2012,90000,1,20.54,361000
2013,53000,2,21.9,390000
2012,180000,1,18.4,200000
2013,53000,2,21.9,390000
2013,53000,1,22.9,500000
2011,50600,1,19.7,200000
2015,110000,1,14.1,503000
2017,32000,1,24.3,775000
2018,5000,1,24.3,750000
2018,25000,1,18.6,570000
2016,30000,1,18.7,484999
2017,43000,1,15.4,700000
2012,60000,1,17.7,415000
2014,54000,1,23,484999
2016,52000,1,23.65,675000
2015,50000,1,15.85,680000
2013,52000,1,24.7,235000
2018,15000,1,15.1,1700000
2015,50000,2,16,1200000
2014,56000,2,25.1,630000
2018,82000,1,25.83,640000
2014,121000,1,19.1,355000
2012,101903,2,12.05,560000
2018,120000,1,23.4,580000
2010,85568,1,18.5,185000
2019,10000,1,21.4,660000
2014,10000,1,20.3,220000
2007,60000,4,17.92,150000
2011,80000,2,13.5,484999
2019,10000,1,21.21,509999
2014,60000,1,15.96,515000
2014,42000,1,11.9,1250000
2014,50000,4,18.2,350000
2018,11500,1,23.95,375000
2019,15000,1,22.1,950000
2015,32000,1,26.59,615000
2011,50000,1,18.6,275000
2020,5000,1,13.38,7200000
2017,10000,1,15.37,400000
2019,15000,1,25.1,930000
2012,100000,1,19.1,310000
2016,25000,2,13.68,1670000
2013,70000,2,23.4,356000
2013,32000,1,16.8,500000
2018,35000,2,23.84,409999
2019,50000,1,24.3,980000
2005,100000,2,13.6,150000
2019,3100,1,18.2,750000
2013,60000,1,13.7,500000
2013,170000,1,22.9,355000
2011,50000,2,17,200000
2008,120000,2,12.8,370000
2015,20000,1,19.1,450000
2015,10000,1,18.9,486000
2011,120000,1,21.5,242000
2018,25000,1,18.9,580000
2014,130000,2,22.77,500000
2013,40000,1,17.21,300000
2016,60000,1,18.06,710000
2012,70000,3,20.86,220000
2020,1000,1,21.21,654000
2019,10000,1,14.84,835000
2010,47000,1,15.3,250000
2019,18000,1,21.21,600000
2016,60000,1,20.85,459999
2018,20000,1,23.01,275000
2017,60000,1,18.16,408000
2018,25000,1,15.1,1200000
2014,52000,1,19.1,375000
2006,44000,1,19.7,94500
2011,17000,1,16.47,300000
2009,35000,1,17,350000
2011,120000,3,11.5,975000
2015,100000,1,18.6,600000
2014,300000,2,12.99,700000
2017,90000,1,16.5,640000
2017,186000,1,19.67,1110000
2014,79000,2,20.77,570000
2010,120000,1,12.8,451999
2016,59300,1,25.17,240000
2014,120000,1,15.4,680000
2015,60000,1,22.95,350000
2012,60000,3,15.04,360000
2010,80000,2,15.6,250000
2019,11500,1,21.21,550000
2012,56000,1,21.1,180000
2016,68000,1,27.3,425000
2019,25000,1,23.84,409999
2018,25000,1,23.84,438999
2014,100000,1,19.49,225000
2017,95000,1,15.96,580000
2008,100000,1,17.5,200000
2013,47000,1,20.3,250000
2011,175000,2,21.1,170000
2010,60000,2,17.5,300000
2005,300000,3,13.6,160000
2014,150000,3,23.4,409999
2012,110000,3,23,350000
2019,25000,1,25.17,310000
2010,95000,3,19.7,135000
2010,100000,1,21.1,220000
2017,20000,1,18.9,570000
2014,84000,1,23.4,500000
2016,40000,1,22.54,875000
2011,100000,1,19.1,210000
2011,120000,1,19.4,210000
2010,80000,2,13.45,200000
2011,175000,2,19.7,175000
2017,30000,1,18.6,700000
2017,30000,1,18.6,700000
2019,28000,1,18.9,550000
2019,20000,2,20.3,420000
2009,89322,2,17,210000
2013,76000,1,25.44,175000
2012,70000,2,19.7,180000
2007,110000,2,19.7,118000
2007,120000,2,16.8,170000
2009,110000,2,18.2,120000
2009,90000,3,19.7,170000
2018,60000,1,28.4,700000
2014,48300,2,15.96,500000
2007,63000,3,18.9,80000
2008,110000,2,17.7,105000
2016,120000,3,26.59,425000
2017,23511,1,18.6,625000
2017,22512,1,18.6,640000
2010,120000,1,20.36,180000
2009,120000,1,21.1,155000
2007,100000,3,18.9,85000
2011,70000,1,20.36,250000
2017,15000,1,17.01,1000000
2016,16500,1,20.63,350000
2018,50000,1,28.4,740000
2018,19000,1,22.5,300000
2017,50000,1,21.66,550000
2017,70000,1,15.96,710000
2017,70000,1,15.96,700000
2016,120000,1,15.96,550000
2015,60000,1,19.2,375000
2015,60000,1,13.93,600000
2013,76000,2,22.9,380000
2012,70000,1,23.2,300000
1998,80000,4,16.1,45000
2010,210000,2,12.8,450000
2015,128000,3,15.96,475000
2019,5000,1,20,650000
2011,70000,1,26.2,200000
2013,85000,1,22.9,350000
2018,25000,1,24.3,911999
2018,15000,1,21.21,650000
2012,30000,1,17.5,350000
2016,80000,2,16.8,190000
2019,40000,1,22,1200000
2013,160000,1,15.96,305000
2015,108000,1,19.67,850000
2011,120000,2,15,350000
2010,55000,4,17.92,180000
2008,110000,1,13.93,200000
2012,110000,1,19.4,229999
2006,62900,1,18.9,135000
2011,120000,2,19.33,425000
2016,70000,1,16,1350000
2009,70000,3,10.9,480000
2017,60000,1,28.4,455000
2015,60000,1,20.51,320000
2019,4000,1,18.6,693000
2017,35000,1,24.3,830000
2016,13500,1,18.9,470000
2017,26000,1,18,1100000
2016,50000,1,23,325000
2014,50000,1,21.1,215000
2018,25000,1,22,560000
2017,30000,2,23.1,400000
2017,9000,1,13.6,2625000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,45000,1,23,725000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2014,52442,2,18.5,325000
2013,39000,1,20.36,229999
2007,42000,1,11.74,400000
2015,34156,1,16.47,449000
2017,34152,1,18.9,455000
2015,37000,1,18.25,1750000
2017,98000,1,11.36,1390000
2019,31000,1,15.8,1150000
2018,62841,1,18.6,650000
2016,38600,1,19.67,950000
2018,27654,1,28.4,698000
2017,48698,1,19.67,975000
2018,32995,1,20.52,445000
2018,60000,1,22.95,539000
2010,110000,4,17.8,350000
2011,260000,4,12.05,550000
2015,130000,2,20.45,550000
2011,120000,1,22.07,330000
2014,80000,3,21.1,220000
2013,60000,2,18.5,415000
2007,75000,1,19.7,150000
2005,89000,2,15.3,150000
2007,110000,1,18.1,240000
2009,90000,2,19.7,170000
2015,40000,3,28.09,550000
2017,26000,1,19.34,500000
2011,120000,2,13,180000
2017,29000,1,18.15,360000
2014,120000,1,19.1,400000
2009,70000,2,13.2,120000
2016,100000,2,24.3,765000
2016,90150,1,24.3,919999
2018,90000,1,23.59,730000
2016,120000,1,22.95,320000
2015,90000,2,25.8,455000
2015,50000,1,20.63,350000
2016,110000,1,18.49,509999
2011,85700,2,17,175000
2013,178000,1,15.96,325000
2011,70000,2,15.2,120000
2014,30000,2,20.36,300000
2015,100000,1,26,500000
2016,25339,1,21.4,562000
2014,10000,1,21.1,250000
2017,35000,1,20.65,484999
2013,35000,2,20.36,280000
2015,68000,2,20.77,571000
2013,40000,1,18.6,400000
2015,120000,2,19.09,295000
2011,25000,1,15.6,250000
2015,40000,2,15.96,610000
2012,60000,1,22.3,175000
2011,70000,2,20,204999
2013,80000,2,15.1,750000
2016,42323,1,21.19,651000
2011,42545,1,19.62,1075000
2016,32000,1,25.1,690000
2017,41232,1,26.59,589000
2015,40200,1,21,445000
2013,48000,2,21.7,475000
2014,27233,1,27.4,465000
2011,35000,1,15,225000
2005,200000,2,12.8,310000
2016,63000,1,15.3,445000
2015,62000,1,21,445000
2012,68240,1,13.93,450000
2008,78000,1,15.4,450000
2010,35000,1,18.9,200000
2018,9000,1,19.1,611000
2016,39000,1,19.67,819999
2016,39000,1,21.38,825000
2015,92651,1,21.7,599000
2018,28000,1,16.1,490000
2020,40000,1,17.57,500000
2020,40000,1,17.57,500000
2017,88754,1,16,1100000
2019,7000,1,19.4,675000
2018,40000,1,16,1350000
2018,20000,1,18.9,570000
2017,50000,1,24,455000
2013,45000,2,21.1,165000
2016,22000,1,17.8,925000
2014,100000,2,25,215000
2016,23700,1,20.4,470000
2016,23700,1,20.4,470000
2017,60000,1,28.09,650000
2017,50000,1,20.37,900000
2009,100000,2,17.8,190000
2017,60000,1,21.19,715000
2013,60000,2,25,227999
2017,50000,1,22.95,450000
2015,40000,1,25.44,200000
2017,110000,1,26.6,400000
2016,110000,1,24.52,725000
2014,80000,1,20,300000
2016,69500,2,12.99,1151000
2014,33000,1,20.63,225000
2016,80000,1,19.81,380000
2019,5000,1,18.6,630000
2014,25000,1,20.36,351000
2012,50000,2,20.86,199000
2017,50000,1,17.6,850000
2010,120000,2,18,105000
2010,120000,3,18.8,300000
2016,80000,1,12.99,950000
2015,110000,2,18.49,430000
2016,80000,1,10.91,2100000
2018,30000,1,24,540000
2012,60000,2,17.8,175000
2018,44000,1,17.01,1150000
2020,5000,1,22.05,350000
2019,18000,1,18.6,690000
2015,80000,1,22.54,535000
2016,100000,1,24.3,730000
2016,19000,1,21.1,280000
2019,33000,1,21.21,650000
2012,162000,4,12.8,520000
2020,65000,2,20.14,360000
2011,170000,1,19.3,250000
2017,40000,1,21.66,575000
2012,120000,3,19.09,170000
2017,53000,1,24.3,711000
2013,90000,1,18.9,250000
2017,35000,1,26.59,675000
2016,50000,1,20.51,325000
2016,20000,1,22.74,250000
2019,38000,1,28.4,740000
2019,1303,1,17.8,690000
2018,31800,1,17.01,3975000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2017,17000,1,9.5,4100000
2019,21000,1,12.83,4500000
2018,29500,1,22.48,3790000
2017,73000,1,12,1750000
2018,50000,1,14.67,1864999
2017,28050,1,28.09,800000
2017,58000,1,12,1825000
2017,58000,1,17.6,1295000
2014,69000,1,19.87,425000
2016,70000,1,12,4090000
2015,40000,1,17.6,910000
2013,39000,1,14.28,625000
2018,22000,1,18,3400000
2015,40000,1,26.21,535000
2011,142000,1,15.96,325000
2016,22947,1,20.4,500000
2013,30000,2,20.36,300000
2016,7672,1,21.1,270000
2010,36659,1,19.7,160000
2016,60000,1,16.8,210000
2014,120000,1,15.1,850000
2014,120000,1,15.1,880000
2010,39000,1,16.9,150000
2015,45000,1,18.49,775000
2009,70000,3,19.7,160000
2012,100000,2,20,220000
2017,48000,1,22.54,670000
2018,35000,1,22.54,780000
2017,23000,1,21.4,515000
2017,14000,1,22.54,800000
2017,14000,1,22.54,800000
2014,60000,1,15.1,850000
2013,60000,2,21.1,200000
2008,150000,3,19.4,140000
2016,80000,2,17.01,800000
2013,35000,1,20.92,250000
2017,44500,1,25.1,800000
2015,60000,3,26.21,600000
2012,120000,3,21.8,250000
2016,80000,2,25.8,500000
2019,9900,1,11.96,750000
2014,68000,1,22.9,650000
2016,60000,1,21.9,950000
2015,110000,2,13.58,580000
2019,10000,1,18.9,640000
2014,80000,1,11.79,800000
2011,30000,1,19,347000
2014,120000,3,15.1,1000000
2016,35000,1,21.1,300000
2017,40000,1,20.3,493000
2014,60000,1,18.9,370000
2008,90000,4,19.3,250000
2017,20000,1,22.5,300000
2017,40000,1,24.04,450000
2010,124316,2,20,185000
2019,6544,1,20,1225000
2015,50000,1,12.99,1000000
2016,10000,1,18.6,600000
2018,50000,1,15.1,1100000
2015,30000,2,18.9,360000
2012,69000,1,17.5,285000
2016,49600,2,25.32,350000
2008,30000,2,19.81,130000
2016,198000,1,18.2,500000
2010,80000,1,17,350000
2019,19000,1,21.4,685000
2020,5000,1,21.94,399000
2017,10000,1,18.9,525000
2017,40000,1,17.5,765000
2012,97000,3,22.9,450000
2014,30000,1,19.69,390000
2017,120000,1,24.52,940000
2013,120000,2,19.01,650000
2012,103994,4,20,320000
2003,70000,2,13.4,145000
2017,70000,1,25.83,670000
2011,115000,4,21.5,350000
2012,178000,2,22.3,285000
2011,40000,3,19,300000
2011,80000,1,20,300000
2009,98000,4,12.07,810000
2009,118000,2,16.8,90000
2004,100000,2,19.7,100000
2009,120000,2,17.88,90000
2013,120000,2,13.5,459999
2009,217000,4,12.8,525000
2011,65000,2,18.9,250000
2012,41000,2,20.36,300000
2005,120000,2,16.1,130000
2011,70000,3,20.92,199000
2012,90000,2,20.46,545000
2014,80000,2,20.77,570000
2006,120000,2,16.9,150000
2009,100000,1,19.7,114999
2018,35000,1,20.3,450000
2019,5000,1,20,600000
2016,110000,1,24.3,610000
2017,20000,1,18.6,690000
2018,15000,1,17,790000
2014,40000,2,20.92,254999
2016,41000,1,18.7,500000
2011,100000,2,13.6,340000
2007,110000,3,13.6,245000
2012,120000,3,17.8,340000
2008,35008,1,21.79,221000
2017,31100,1,22.7,270000
2014,42312,1,24.4,455000
2011,72000,1,17.6,300000
2014,54891,1,23.59,480000
2018,30000,1,22,1000000
2017,44000,1,22.69,2600000
2017,18890,1,11.36,1850000
2013,75010,1,13.73,1000000
2012,100000,1,23.08,245000
2019,4337,1,18.9,625000
2018,14495,1,18.78,560000
2018,24000,1,15.1,1475000
2010,83585,1,21.43,425000
2014,31000,2,17.21,550000
2016,100000,1,13.68,1475000
2017,48406,1,19.87,750000
2016,56239,1,22.54,570000
2015,33243,1,21.4,585000
2016,26000,1,19,600000
2016,120000,2,17.19,530000
2016,38000,1,18.6,540000
2013,60000,1,21.1,180000
2014,30000,1,19.1,450000
2015,50000,1,18.6,200000
2017,42000,1,23.84,425000
2016,30000,1,18.2,400000
2005,15858,1,13.8,150000
2017,15000,1,24.7,310000
2014,50000,1,13.58,500000
2013,60000,2,25.44,200000
2018,35000,1,21.04,900000
2000,90000,2,12.8,75000
2015,50000,1,20.4,400000
2015,110000,1,24.5,650000
2015,87847,1,28.4,480000
2009,35000,1,19.7,140000
2018,5000,1,22,550000
2017,29000,1,20.51,380000
2016,20000,1,19.09,440000
2018,15000,1,21.21,630000
2017,40000,1,25.17,250000
2009,17000,1,19.7,120000
2012,120000,1,21.12,287000
2016,45000,1,21.4,550000
2016,60000,3,15.4,950000
2019,25000,1,17,1630000
2015,80000,2,25.01,501000
2014,70000,1,15.96,550000
2016,25000,1,22.74,300000
2015,50000,3,20.51,300000
2015,40000,1,17.01,416000
2018,30000,1,16.8,260000
2016,15000,1,18.2,550000
2012,100000,2,15.1,700000
2011,70000,1,15.64,181000
2009,110000,2,11.79,365000
2017,10000,1,23.95,400000
2010,110000,1,20.36,210000
2013,87000,2,22.32,500000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2017,70000,1,27.39,735000
2017,120000,1,17.57,550000
2013,148000,1,20.77,509999
2013,60000,2,21.27,459999
2015,18000,1,22.74,310000
2018,80000,1,22.95,775000
2004,96000,3,19.7,105000
2015,97000,2,25.8,430000
2013,210000,3,21.9,360000
2012,60000,3,20.5,400000
2014,90000,1,23.4,600000
2019,35000,1,17.5,580000
2012,120000,2,21.03,140000
2008,100000,1,19.61,210000
2017,20000,1,18.9,550000
2013,110000,2,18.2,120000
2013,35000,1,12.99,400000
2018,15000,1,25.5,1035000
2015,90000,1,26.21,625000
2008,40000,1,20.36,200000
2013,140000,1,21.02,316000
2017,110000,1,24.3,813000
2016,55000,1,11.36,1575000
2013,73000,1,12.99,900000
2015,100000,1,20.77,650000
2015,32000,2,25.83,459999
2012,112072,1,21.64,290000
2014,30000,1,20,400000
2016,70000,2,25.2,565000
2009,80000,2,18,150000
2007,110000,4,16.07,480000
2007,80000,2,18.2,70000
2007,80000,2,18.2,70000
2011,80000,2,10.93,1190000
2018,19000,1,23,900000
2015,40000,1,22.54,600000
2015,52269,1,15.4,1100000
2010,170000,2,10.9,120000
2009,60000,3,18.5,229999
2017,15780,1,17.8,570000
2014,106000,1,22.32,575000
2012,80000,3,20.54,280000
2015,74000,2,21.19,580000
2018,35000,2,25.47,875000
2013,70000,3,22.32,500000
2015,60000,1,26.21,700000
2016,50000,2,18.16,388000
2011,80000,2,20.36,225000
2011,90000,2,15.64,90000
2014,114000,1,19.01,600000
2009,100000,1,18.5,235000
2011,100000,2,23,350000
2011,80000,2,20.36,235000
2010,35000,1,19.7,190000
2011,79000,1,21.12,325000
2007,2360457,2,18.6,550000
2011,120000,3,20.54,300000
2017,10000,1,20.3,550000
2013,150000,2,15.1,720000
2011,110000,1,18.06,110000
2018,10000,1,24.7,310000
2010,70000,2,26.2,150000
2012,46000,1,19.4,260000
2002,120000,4,13.2,55000
2013,108800,3,22.9,450000
2009,70000,2,20.36,199000
2018,35000,1,15.4,1000000
2011,72000,1,20,240000
2018,40000,1,25.17,350000
2014,120000,3,15.96,530000
2011,35000,1,18,150000
2019,12500,1,18.6,625000
2014,80000,1,18.9,378000
2015,210000,2,25.17,210000
2018,100000,2,28.4,700000
2011,110000,2,17.92,156000
2016,103000,1,16.5,700000
2010,577414,2,18.9,194000
2006,100000,2,19.7,120000
2015,45000,1,15.5,415000
2015,45000,1,15.5,450000
2014,40000,3,19.4,325000
2014,200000,1,15.96,525000
2017,100000,1,21.1,265000
2008,120000,2,19.7,100000
2017,9000,1,13.6,2711000
2019,20000,1,22.37,5150000
2017,45000,1,19.33,3200000
2015,110000,1,14.1,503000
2019,20000,1,18,3800000
2016,68089,1,19.16,2000000
2013,58343,1,21.79,225000
2018,38817,1,27.39,740000
2016,56494,1,18.2,550000
2013,79328,2,12.99,750000
2019,5621,1,22,650000
2017,25538,1,16.78,625000
2018,69779,1,22,600000
2017,56290,1,24,450000
2019,7500,1,16.78,5400000
2019,8500,1,16.78,5500000
2019,7032,1,19,779000
2016,11000,1,14.3,645000
2018,2000,1,16.8,2475000
2015,100000,1,23,400000
2013,40000,1,21.9,345000
2018,15000,2,16.55,850000
2018,15000,1,20.89,620000
2018,10000,2,21.4,700000
2012,90000,1,22.3,200000
2017,80000,1,16.5,660000
2015,39000,1,13.5,1700000
2009,60000,2,17.88,90000
2015,28000,2,15.1,1050000
2010,90000,2,15.6,160000
2006,80000,3,13.5,150000
2010,35000,1,19,200000
2011,185000,2,21.43,365000
2009,110000,2,15.7,140000
2016,100000,1,20.5,360000
2008,110000,2,17.7,200000
2010,100000,2,17.5,250000
2008,110000,2,17.5,229999
2011,130000,2,17.8,320000
2018,27000,1,15.8,1200000
2018,9000,1,21.4,740000
2013,40000,1,21.9,345000
2019,19000,2,20.89,570000
2019,10000,1,20.52,490000
2013,100000,1,23.57,250000
2017,20000,1,20.51,430000
2014,35000,1,21.1,225000
2018,15000,2,16.55,850000
2018,15000,1,20.89,620000
2014,70000,2,22.54,440000
2016,70000,1,24.3,800000
2018,10000,2,21.4,700000
2016,47000,1,25.2,600000
2012,90000,1,22.3,200000
2017,80000,1,16.5,660000
2015,39000,1,13.5,1700000
2015,53000,1,24,450000
2013,105000,2,23.4,420000
2011,121941,1,12.8,500000
2016,15000,1,23.84,350000
2014,100000,1,14,280000
2013,152186,2,20.45,425000
2013,82246,1,20.36,295000
2016,20000,1,20.4,540000
2017,40000,1,28.4,754000
2011,89580,2,12.8,650000
2011,250000,2,12.8,550000
2011,250000,2,12.8,550000
2019,2789,1,18.16,675000
2018,35278,1,23.8,700000
2018,2860,1,23.8,795000
2010,200000,1,12.8,515000
2018,20000,1,18.15,450000
2008,60000,3,15,155000
2011,100000,2,23.59,350000
2011,78562,1,20,250000
2011,96000,4,22.32,450000
2011,96000,4,22.32,450000
2003,36088,1,16.1,55599
2014,50000,1,22.54,420000
2018,40000,1,25.1,750000
2020,10000,1,19.02,450000
2008,60000,2,17.8,175000
2019,10000,1,17.19,650000
2018,10000,1,25.47,1050000
2011,35000,2,22.32,375000
2014,80000,1,14.74,1100000
2019,28000,1,15.1,1550000
2017,35000,1,24.29,620000
2017,32000,1,16.3,1511000
2003,40000,1,18.9,135000
2011,35000,2,22.32,375000
2019,10000,1,25.17,320000
2019,25000,2,15.1,1650000
2016,50000,1,23.95,320000
2012,129000,1,19.3,400000
2015,100000,2,16,900000
2018,30000,1,24.7,310000
2018,28000,2,17,595000
2017,60000,1,23.65,800000
2013,70000,1,13.87,350000
2013,110000,1,19.1,275000
2019,10000,1,15.37,420000
2008,110000,2,18.1,250000
2007,100000,2,17.8,250000
2008,120000,2,12.05,290000
2016,60000,1,16.9,525000
2008,110000,3,10.5,250000
2017,10000,1,23.1,430000
2017,35000,1,21.4,630000
2018,23000,1,20.3,550000
2019,15000,2,28.4,630000
2018,20000,1,18.49,850000
2011,90000,1,13.6,455000
2011,90000,1,13.6,445000
2013,80000,1,21.9,370000
2016,50000,1,18.9,500000
2012,185000,2,19.4,140000
2019,40000,1,21.21,550000
2017,30000,1,23.01,300000
2011,120000,1,23.03,150000
2011,500000,2,18.9,229999
2017,46000,1,15.4,880000
2011,120000,1,11.5,900000
2015,80000,1,15.4,720000
2016,90000,2,22.54,550000
2015,90000,1,15.4,720000
2016,70000,1,25.2,535000
2015,91000,3,24.4,320000
2015,90000,1,22.54,500000
2014,110000,2,20.77,525000
2019,90000,1,23.01,220000
2018,50000,1,23.84,350000
2016,60000,1,18.49,530000
2013,35000,1,22.74,215000
2012,100000,1,20.54,335000
2015,90000,2,24.4,320000
2011,120000,2,20,135000
2009,95000,2,19,175000
2017,35000,1,15.96,800000
2007,38000,2,15.3,78000
2014,56000,2,17.4,565000
2017,50000,1,22.54,575000
2014,70000,2,21.1,170000
2014,30000,1,22.74,250999
2015,188000,1,16,950000
2014,60000,1,17.8,650000
2013,133000,1,14,550000
2010,160000,1,12.8,650000
2013,150000,2,15.1,800000
2020,30000,1,22.05,250999
2013,60000,2,22.74,170000
2013,30000,1,19.09,250000
2014,80000,1,13.7,312000
2014,20000,1,22.74,250000
2013,80000,1,21.1,200000
2016,73000,1,15.4,670000
2017,50000,1,21.1,270000
2012,200000,1,15.96,360000
2018,46000,1,28.4,630000
2003,36088,1,16.1,55599
2018,50000,1,23.5,400000
2014,50000,1,22.54,420000
2018,25000,1,20.73,764000
2019,30000,1,15.96,710000
2018,30000,1,17.6,1575000
2018,13000,1,17,1050000
2019,15000,1,19.01,1000000
2017,44000,1,23.65,650000
2015,63000,1,22.77,600000
2016,110000,1,18.49,509999
2017,14000,1,19.1,610000
2017,35000,1,24.7,310000
2016,35000,1,15.96,720000
2012,110000,2,19.09,158000
2011,85700,2,17,175000
2010,120000,1,21.1,217000
2013,50000,1,25.8,484999
2016,35000,1,24.4,550000
2012,70000,2,18.6,280000
2013,90000,1,14.09,350000
2017,42000,2,16,1150000
2016,30000,2,18.9,420000
2017,80000,1,20.73,810000
2011,90000,3,17,290000
2012,60000,1,18.6,180000
2010,162000,1,15.37,160000
2017,70000,3,23.9,66000
2015,20000,2,20.51,369000
2012,80000,2,13.93,300000
2008,90000,1,13.6,350000
2008,120000,2,19.2,220000
2005,220000,1,14.8,160000
2009,100000,2,17.8,221000
2017,35000,1,17.57,400000
2004,120000,2,13.4,250000
2011,120000,4,13.6,390000
2012,110000,1,15.37,190000
2017,60000,1,25.17,300000
2017,27000,1,22.54,750000
2016,50000,1,26.59,650000
2018,40000,1,17.8,635000
2013,88000,2,22.32,520000
2020,50000,1,16.36,1500000
2012,80000,2,22.32,415000
2019,60000,1,22.54,700000
2017,26000,2,21.21,484999
2007,80000,2,16.6,120000
2014,60000,2,21.1,220000
2014,80000,2,20.36,320000
2011,90000,2,22.9,375000
2012,80000,2,22.32,440000
2019,15000,1,18.9,550000
2017,35000,2,25.2,640000
2014,120000,1,23.59,420000
2016,63000,3,24,330000
2019,25000,1,21.66,800000
2011,64500,1,18.9,240000
2016,100000,2,25.32,360000
2017,40000,1,23.9,750000
2017,15000,2,18.6,570000
2015,25000,1,23.59,450000
2016,82000,3,18.5,270000
